ANO,MES,CODIGO DEPARTAMENTO,DEPARTAMENTO,CODIGO MUNICIPIO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,DOSIS APLICADAS ACUMULADAS,COBERTURA ACUMULADA
2022,ENERO,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,236,17,7.20,17,7.20
2022,ENERO,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,CINCO AÑOS,VARICELA ref.,236,17,7.20,17,7.20
2022,ENERO,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,GESTANTES,TdaP ACELULAR GESTANTES,187,7,3.74,7,3.74
2022,ENERO,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,VPH,VPH 1ra,149,1,0.67,1,0.67
2022,ENERO,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,VPH,VPH 2da,149,4,2.68,4,2.68
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,RECIEN NACIDO,BCG,62,5,8.06,5,8.06
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,RECIEN NACIDO,HEPATITIS B,62,5,8.06,5,8.06
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DOS MESES,POLIO 1ra,62,3,4.84,3,4.84
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CUATRO MESES,POLIO 2da,62,6,9.68,6,9.68
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,SEIS MESES,POLIO 3ra,62,5,8.06,5,8.06
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DOS MESES,PENTA 1ra,62,3,4.84,3,4.84
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CUATRO MESES,PENTA 2da,62,6,9.68,6,9.68
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,SEIS MESES,PENTA 3ra,62,5,8.06,5,8.06
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DOS MESES,ROTAVIRUS 1ra,62,2,3.23,2,3.23
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CUATRO MESES,ROTAVIRUS 2da,62,5,8.06,5,8.06
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DOS MESES,NEUMOCOCO 1ra,62,3,4.84,3,4.84
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CUATRO MESES,NEUMOCOCO 2da,62,6,9.68,6,9.68
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,UN AÑO,TRIPLE VIRAL,66,7,10.61,7,10.61
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,UN AÑO,HEPATITIS A,66,7,10.61,7,10.61
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,UN AÑO,VARICELA,66,7,10.61,7,10.61
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,UN AÑO,NEUMOCOCO ref,66,7,10.61,7,10.61
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DIECIOCHO MESES,FIEBRE AMARILLA,66,3,4.55,3,4.55
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DIECIOCHO MESES,POLIO 1ra ref,66,3,4.55,3,4.55
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,DIECIOCHO MESES,PENTA 1era ref,66,3,4.55,3,4.55
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CINCO AÑOS,POLIO 2da ref,65,8,12.31,8,12.31
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CINCO AÑOS,DPT 2da ref,65,9,13.85,9,13.85
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,65,9,13.85,9,13.85
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,CINCO AÑOS,VARICELA ref.,65,9,13.85,9,13.85
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,GESTANTES,TdaP ACELULAR GESTANTES,62,6,9.68,6,9.68
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,VPH,VPH 1ra,47,3,6.38,3,6.38
2022,ENERO,76,VALLE DEL CAUCA,76054,ARGELIA,VPH,VPH 2da,47,2,4.26,2,4.26
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,RECIEN NACIDO,BCG,255,4,1.57,4,1.57
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,RECIEN NACIDO,HEPATITIS B,255,3,1.18,3,1.18
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DOS MESES,POLIO 1ra,255,21,8.24,21,8.24
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CUATRO MESES,POLIO 2da,255,19,7.45,19,7.45
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,SEIS MESES,POLIO 3ra,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DOS MESES,PENTA 1ra,255,21,8.24,21,8.24
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CUATRO MESES,PENTA 2da,255,19,7.45,19,7.45
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,SEIS MESES,PENTA 3ra,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DOS MESES,ROTAVIRUS 1ra,255,21,8.24,21,8.24
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CUATRO MESES,ROTAVIRUS 2da,255,19,7.45,19,7.45
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DOS MESES,NEUMOCOCO 1ra,255,21,8.24,21,8.24
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CUATRO MESES,NEUMOCOCO 2da,255,19,7.45,19,7.45
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,UN AÑO,TRIPLE VIRAL,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,UN AÑO,HEPATITIS A,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,UN AÑO,VARICELA,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,UN AÑO,NEUMOCOCO ref,255,24,9.41,24,9.41
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DIECIOCHO MESES,FIEBRE AMARILLA,255,25,9.80,25,9.80
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DIECIOCHO MESES,POLIO 1ra ref,255,25,9.80,25,9.80
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,DIECIOCHO MESES,PENTA 1era ref,255,25,9.80,25,9.80
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CINCO AÑOS,POLIO 2da ref,262,20,7.63,20,7.63
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CINCO AÑOS,DPT 2da ref,262,20,7.63,20,7.63
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,262,20,7.63,20,7.63
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,CINCO AÑOS,VARICELA ref.,262,20,7.63,20,7.63
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,GESTANTES,TdaP ACELULAR GESTANTES,255,5,1.96,5,1.96
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,VPH,VPH 1ra,145,1,0.69,1,0.69
2022,ENERO,76,VALLE DEL CAUCA,76100,BOLÍVAR,VPH,VPH 2da,145,0,0.00,0,0.00
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,RECIEN NACIDO,BCG,1111,156,14.04,156,14.04
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,RECIEN NACIDO,HEPATITIS B,1111,156,14.04,156,14.04
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DOS MESES,POLIO 1ra,1111,116,10.44,116,10.44
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CUATRO MESES,POLIO 2da,1111,100,9.00,100,9.00
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,SEIS MESES,POLIO 3ra,1111,103,9.27,103,9.27
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DOS MESES,PENTA 1ra,1111,116,10.44,116,10.44
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CUATRO MESES,PENTA 2da,1111,100,9.00,100,9.00
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,SEIS MESES,PENTA 3ra,1111,103,9.27,103,9.27
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DOS MESES,ROTAVIRUS 1ra,1111,109,9.81,109,9.81
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CUATRO MESES,ROTAVIRUS 2da,1111,99,8.91,99,8.91
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DOS MESES,NEUMOCOCO 1ra,1111,113,10.17,113,10.17
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CUATRO MESES,NEUMOCOCO 2da,1111,101,9.09,101,9.09
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,UN AÑO,TRIPLE VIRAL,1192,113,9.48,113,9.48
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,UN AÑO,HEPATITIS A,1192,113,9.48,113,9.48
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,UN AÑO,VARICELA,1192,113,9.48,113,9.48
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,UN AÑO,NEUMOCOCO ref,1192,112,9.40,112,9.40
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DIECIOCHO MESES,FIEBRE AMARILLA,1192,82,6.88,82,6.88
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DIECIOCHO MESES,POLIO 1ra ref,1192,87,7.30,87,7.30
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,DIECIOCHO MESES,PENTA 1era ref,1192,83,6.96,83,6.96
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CINCO AÑOS,POLIO 2da ref,1525,102,6.69,102,6.69
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CINCO AÑOS,DPT 2da ref,1525,102,6.69,102,6.69
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,1525,102,6.69,102,6.69
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,CINCO AÑOS,VARICELA ref.,1525,105,6.89,105,6.89
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,GESTANTES,TdaP ACELULAR GESTANTES,1111,98,8.82,98,8.82
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,VPH,VPH 1ra,958,27,2.82,27,2.82
2022,ENERO,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,VPH,VPH 2da,958,3,0.31,3,0.31
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,RECIEN NACIDO,BCG,176,0,0.00,0,0.00
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,RECIEN NACIDO,HEPATITIS B,176,0,0.00,0,0.00
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DOS MESES,POLIO 1ra,176,15,8.52,15,8.52
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CUATRO MESES,POLIO 2da,176,16,9.09,16,9.09
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,SEIS MESES,POLIO 3ra,176,10,5.68,10,5.68
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DOS MESES,PENTA 1ra,176,15,8.52,15,8.52
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CUATRO MESES,PENTA 2da,176,16,9.09,16,9.09
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,SEIS MESES,PENTA 3ra,176,10,5.68,10,5.68
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DOS MESES,ROTAVIRUS 1ra,176,14,7.95,14,7.95
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CUATRO MESES,ROTAVIRUS 2da,176,16,9.09,16,9.09
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DOS MESES,NEUMOCOCO 1ra,176,15,8.52,15,8.52
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CUATRO MESES,NEUMOCOCO 2da,176,16,9.09,16,9.09
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,UN AÑO,TRIPLE VIRAL,181,18,9.94,18,9.94
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,UN AÑO,HEPATITIS A,181,18,9.94,18,9.94
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,UN AÑO,VARICELA,181,18,9.94,18,9.94
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,UN AÑO,NEUMOCOCO ref,181,18,9.94,18,9.94
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DIECIOCHO MESES,FIEBRE AMARILLA,181,5,2.76,5,2.76
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DIECIOCHO MESES,POLIO 1ra ref,181,6,3.31,6,3.31
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,DIECIOCHO MESES,PENTA 1era ref,181,6,3.31,6,3.31
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CINCO AÑOS,POLIO 2da ref,209,16,7.66,16,7.66
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CINCO AÑOS,DPT 2da ref,209,16,7.66,16,7.66
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,209,16,7.66,16,7.66
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,CINCO AÑOS,VARICELA ref.,209,16,7.66,16,7.66
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,GESTANTES,TdaP ACELULAR GESTANTES,176,18,10.23,18,10.23
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,VPH,VPH 1ra,186,9,4.84,9,4.84
2022,ENERO,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,VPH,VPH 2da,186,0,0.00,0,0.00
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,RECIEN NACIDO,BCG,270,2,0.74,2,0.74
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,RECIEN NACIDO,HEPATITIS B,270,2,0.74,2,0.74
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,DOS MESES,POLIO 1ra,270,15,5.56,15,5.56
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,CUATRO MESES,POLIO 2da,270,23,8.52,23,8.52
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,SEIS MESES,POLIO 3ra,270,20,7.41,20,7.41
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,DOS MESES,PENTA 1ra,270,15,5.56,15,5.56
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,CUATRO MESES,PENTA 2da,270,23,8.52,23,8.52
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,SEIS MESES,PENTA 3ra,270,20,7.41,20,7.41
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,DOS MESES,ROTAVIRUS 1ra,270,14,5.19,14,5.19
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,CUATRO MESES,ROTAVIRUS 2da,270,23,8.52,23,8.52
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,DOS MESES,NEUMOCOCO 1ra,270,15,5.56,15,5.56
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,CUATRO MESES,NEUMOCOCO 2da,270,22,8.15,22,8.15
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,UN AÑO,TRIPLE VIRAL,275,26,9.45,26,9.45
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,UN AÑO,HEPATITIS A,275,26,9.45,26,9.45
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,UN AÑO,VARICELA,275,26,9.45,26,9.45
2022,ENERO,76,VALLE DEL CAUCA,76122,CAICEDONIA,UN AÑO,NEUMOCOCO ref,275,26,9.45,26,9.45
